source	target	interaction	Weight	neighborhood	fusion	cooccurence	coexpression	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	combined_score
A1BG	ABCC6	experiments	252	0	0	0	47	140	112	0	0	0	0	208
A1BG	ABL1	experiments_transferred	81	0	0	0	0	0	81	0	0	177	0	211
A1BG	ACHE	experiments_transferred	127	0	0	0	0	0	127	0	0	0	54	152
A1BG	ACTB	experiments_transferred	46	0	0	0	0	0	46	0	0	159	45	166
A1BG	ACTN1	experiments_transferred	45	0	0	0	0	0	45	0	0	149	51	161
A1BG	ADAT1	experiments_transferred	52	0	0	0	0	0	52	0	0	124	289	357
A1BG	AGMAT	experiments_transferred	137	0	0	0	0	0	137	0	0	0	65	170
A1BG	AHSG	experiments_transferred	467	0	0	0	56	0	67	400	0	722	91	849
A1BG	AKIRIN2	experiments	292	0	0	0	0	292	0	0	0	0	0	292
A1BG	AKT1	experiments_transferred	81	0	0	0	0	0	81	0	0	303	0	332
A1BG	ALDOA	experiments_transferred	451	0	0	0	44	0	51	400	0	107	0	448
A1BG	AMBP	experiments_transferred	127	0	0	0	62	0	127	0	0	596	42	716
A1BG	AMOTL2	experiments_transferred	91	0	0	0	0	0	91	0	0	55	102	161
A1BG	ANKRD10	experiments_transferred	93	0	0	0	0	0	93	0	0	124	139	256
A1BG	APOA5	experiments_transferred	67	0	0	0	64	0	67	0	0	81	80	202
A1BG	APOB	experiments_transferred	50	0	0	0	0	0	50	0	0	272	0	278
A1BG	APOH	experiments_transferred	91	0	0	0	42	0	91	0	0	447	92	525
A1BG	APP	experiments_transferred	134	0	0	0	0	0	134	0	0	101	0	188
A1BG	ARG1	experiments_transferred	137	0	0	0	0	0	137	0	0	55	65	179
A1BG	ARG2	experiments_transferred	137	0	0	0	0	0	137	0	0	0	65	167
A1BG	ASB10	experiments_transferred	93	0	0	0	44	0	93	0	0	0	120	170
A1BG	ASB16	experiments_transferred	93	0	0	0	0	0	93	0	0	0	115	162
A1BG	ASB18	experiments_transferred	93	0	0	0	59	0	93	0	0	144	120	271
A1BG	ASB6	experiments_transferred	93	0	0	0	0	0	93	0	0	105	0	153
A1BG	ASB8	experiments_transferred	93	0	0	0	0	0	93	0	0	146	65	212
A1BG	AZGP1	experiments_transferred	84	0	0	0	0	0	84	0	0	512	45	535
A1BG	B2M	experiments_transferred	125	0	0	0	0	0	125	0	0	193	49	269
A1BG	BCAR1	experiments_transferred	46	0	0	0	0	0	46	0	0	148	45	155
A1BG	BCHE	experiments_transferred	127	0	0	0	42	0	127	0	0	105	54	209
A1BG	BCL2	experiments_transferred	125	0	0	0	0	0	125	0	0	76	0	156
A1BG	C1QA	experiments_transferred	91	0	0	0	44	0	91	0	0	131	43	180
A1BG	C1QB	experiments_transferred	91	0	0	0	0	0	91	0	0	159	43	204
A1BG	C1QC	experiments_transferred	125	0	0	0	42	0	125	0	0	125	81	235
A1BG	C1R	experiments_transferred	113	0	0	0	58	0	113	0	0	321	156	457
A1BG	C1RL	experiments_transferred	113	0	0	0	0	0	113	0	0	223	156	367
A1BG	C1S	experiments_transferred	113	0	0	0	45	0	113	0	0	307	254	503
A1BG	C2	experiments_transferred	113	0	0	0	44	0	113	0	0	105	71	200
A1BG	C4BPA	experiments_transferred	91	0	0	0	0	0	91	0	0	285	131	385
A1BG	C4BPB	experiments_transferred	91	0	0	0	68	0	91	0	0	187	77	279
A1BG	C8B	experiments_transferred	45	0	0	0	49	0	45	0	0	214	50	231
A1BG	CABYR	experiments_transferred	93	0	0	202	0	0	93	0	0	91	64	301
A1BG	CATSPERE	experiments_transferred	52	0	0	221	0	0	52	0	0	0	0	229
A1BG	CCDC136	experiments_transferred	93	0	0	201	0	0	93	0	0	0	0	244
A1BG	CCL2	experiments_transferred	99	0	0	0	0	0	99	0	0	85	0	153
A1BG	CD22	experiments_transferred	126	0	0	0	0	0	126	0	0	0	123	200
A1BG	CD5	experiments_transferred	263	0	0	0	0	0	263	0	0	0	97	306
A1BG	CD79A	experiments_transferred	179	0	0	0	42	0	179	0	0	184	64	318
A1BG	CD79B	experiments_transferred	172	0	0	0	0	0	172	0	0	85	0	209
A1BG	CD80	experiments_transferred	126	0	0	222	0	0	126	0	0	0	42	291
A1BG	CD9	experiments_transferred	113	0	0	0	0	0	113	0	0	91	0	159
A1BG	CDH1	experiments_transferred	45	0	0	0	0	0	45	0	0	119	116	191
A1BG	CEACAM3	experiments_transferred	93	0	0	0	0	0	93	0	0	344	0	379
A1BG	CEACAM4	experiments_transferred	93	0	0	0	42	0	93	0	0	359	0	394
A1BG	CEACAM5	experiments_transferred	126	0	0	0	0	0	126	0	0	118	42	197
A1BG	CEACAM6	experiments_transferred	93	0	0	0	0	0	93	0	0	551	0	575
A1BG	CEACAM7	experiments_transferred	93	0	0	0	0	0	93	0	0	359	0	393
A1BG	CEACAM8	experiments_transferred	93	0	0	0	0	0	93	0	0	351	0	386
A1BG	CELA2A	experiments_transferred	113	0	0	0	0	0	113	0	0	57	72	155
A1BG	CELA3A	experiments_transferred	113	0	0	0	0	0	113	0	0	58	72	156
A1BG	CFB	experiments_transferred	113	0	0	0	0	0	113	0	0	475	71	529
A1BG	CFD	experiments_transferred	513	0	0	0	42	0	113	400	0	145	72	521
A1BG	CFH	experiments_transferred	134	0	0	0	42	0	134	0	0	323	0	389
A1BG	CFHR1	experiments_transferred	91	0	0	0	62	0	91	0	0	187	41	246
A1BG	CFHR2	experiments_transferred	91	0	0	0	65	0	91	0	0	149	41	213
A1BG	CFHR5	experiments_transferred	91	0	0	0	67	0	91	0	0	0	80	191
A1BG	CFI	experiments_transferred	113	0	0	0	0	0	113	0	0	269	44	325
A1BG	CFP	experiments_transferred	126	0	0	0	56	0	126	0	0	108	42	200
A1BG	CLEC3B	experiments_transferred	91	0	0	0	49	0	91	0	0	195	41	243
A1BG	COL22A1	experiments_transferred	144	0	0	0	0	0	144	0	0	0	53	154
A1BG	COL6A1	experiments_transferred	91	0	0	0	0	0	91	0	0	371	43	405
A1BG	COL6A2	experiments_transferred	91	0	0	0	42	0	91	0	0	241	116	337
A1BG	CORIN	experiments_transferred	114	0	0	0	0	0	114	0	0	83	50	160
A1BG	CPN2	experiments_transferred	100	0	0	0	62	0	100	0	0	159	75	255
A1BG	CRISP3	experiments	292	0	0	0	0	292	0	0	0	920	46	941
A1BG	CSK	experiments_transferred	81	0	0	0	0	0	81	0	0	136	0	172
A1BG	CTRB1	experiments_transferred	113	0	0	0	0	0	113	0	0	108	72	201
A1BG	CTRB2	experiments_transferred	113	0	0	0	0	0	113	0	0	97	72	191
A1BG	CTRC	experiments_transferred	113	0	0	0	58	0	113	0	0	181	72	279
A1BG	CXCL1	experiments_transferred	134	0	0	0	0	0	134	0	0	0	115	200
A1BG	CXCL2	experiments_transferred	134	0	0	0	42	0	134	0	0	0	115	201
A1BG	CXCL3	experiments_transferred	134	0	0	0	47	0	134	0	0	0	115	205
A1BG	CXCL6	experiments_transferred	134	0	0	0	0	0	134	0	0	0	135	218
A1BG	DECR1	experiments_transferred	66	0	0	0	0	0	66	0	0	102	68	150
A1BG	DHRS7	experiments_transferred	84	0	0	0	0	0	84	0	0	105	57	159
A1BG	DPP4	experiments_transferred	100	0	0	0	0	0	100	0	0	104	102	212
A1BG	EFCAB7	experiments_transferred	45	0	0	0	0	0	45	0	0	138	102	196
A1BG	EFEMP1	experiments_transferred	107	0	0	0	0	0	107	0	0	121	0	181
A1BG	EGFR	experiments_transferred	67	0	0	0	0	0	67	0	0	480	43	495
A1BG	ELANE	experiments_transferred	113	0	0	0	0	0	113	0	0	137	72	227
A1BG	ENO1	experiments_transferred	103	0	0	0	0	0	103	0	0	159	0	213
A1BG	EPO	experiments_transferred	96	0	0	0	44	0	96	0	0	108	91	217
A1BG	EPOR	experiments_transferred	131	0	0	0	0	0	131	0	0	107	0	190
A1BG	ERBB2	experiments_transferred	67	0	0	0	0	0	67	0	0	464	43	479
A1BG	ERBB3	experiments_transferred	67	0	0	0	0	0	67	0	0	135	43	160
A1BG	F10	experiments_transferred	113	0	0	0	47	0	113	0	0	125	72	221
A1BG	F11	experiments_transferred	113	0	0	0	56	0	113	0	0	0	72	155
A1BG	F12	experiments_transferred	271	0	0	0	55	0	271	0	0	103	54	337
A1BG	F13A1	experiments_transferred	61	0	0	0	0	0	61	0	0	162	67	207
A1BG	F13B	experiments_transferred	91	0	0	0	59	0	91	0	0	237	106	355
A1BG	F2	experiments_transferred	113	0	0	0	82	0	113	0	0	220	72	380
A1BG	F9	experiments_transferred	113	0	0	0	72	0	113	0	0	85	72	207
A1BG	FBLN1	experiments_transferred	107	0	0	0	0	0	107	0	0	181	41	237
A1BG	FCAMR	experiments_transferred	57	0	0	203	0	0	57	0	0	0	45	219
A1BG	FCGR1A	experiments_transferred	126	0	0	0	0	0	126	0	0	91	42	172
A1BG	FCGR3A	experiments_transferred	176	0	0	0	0	0	176	0	0	55	0	188
A1BG	FCGR3B	experiments_transferred	176	0	0	0	0	0	176	0	0	0	0	175
A1BG	FCMR	experiments_transferred	67	0	0	201	0	0	67	0	0	0	0	222
A1BG	FDXR	experiments	224	0	0	0	56	224	0	0	0	0	0	236
A1BG	FETUB	experiments_transferred	67	0	0	0	47	0	67	0	0	290	44	315
A1BG	FLYWCH1	experiments_transferred	91	0	0	0	0	0	91	0	0	118	52	173
A1BG	FN1	experiments_transferred	92	0	0	0	42	0	92	0	0	486	0	513
A1BG	FYN	experiments_transferred	81	0	0	0	0	0	81	0	0	132	0	168
A1BG	GDPD1	experiments	458	0	0	0	0	458	0	0	0	0	46	460
A1BG	GHRHR	experiments_transferred	95	0	0	0	0	0	95	0	0	109	50	167
A1BG	GLIPR1	experiments	292	0	0	0	0	292	0	0	0	0	46	295
A1BG	GNA11	experiments_transferred	139	0	0	0	0	0	139	0	0	0	73	167
A1BG	GNA14	experiments_transferred	139	0	0	0	0	0	139	0	0	0	73	167
A1BG	GNAI3	experiments_transferred	126	0	0	0	0	0	126	0	0	63	57	160
A1BG	GNAQ	experiments_transferred	139	0	0	0	0	0	139	0	0	0	73	167
A1BG	GNAT2	experiments_transferred	126	0	0	0	0	0	126	0	0	60	57	157
A1BG	GNB4	experiments_transferred	144	0	0	0	0	0	144	0	0	60	0	160
A1BG	GP2	experiments_transferred	107	0	0	0	0	0	107	0	0	137	57	209
A1BG	GP6	experiments_transferred	126	0	0	0	0	0	126	0	0	68	42	151
A1BG	GPI	experiments_transferred	134	0	0	0	0	0	134	0	0	91	123	249
A1BG	GPR183	experiments_transferred	208	0	0	0	0	0	208	0	0	0	0	215
A1BG	GYG1	experiments_transferred	92	0	0	0	0	0	92	0	0	59	90	154
A1BG	GZMB	experiments_transferred	113	0	0	0	0	0	113	0	0	417	72	478
A1BG	HABP2	experiments_transferred	271	0	0	0	0	0	271	0	0	0	54	280
A1BG	HAMP	experiments_transferred	132	0	0	0	111	0	132	0	0	58	0	209
A1BG	HGF	experiments_transferred	113	0	0	0	55	0	113	0	0	213	71	305
A1BG	HGFAC	experiments_transferred	271	0	0	0	82	0	271	0	0	149	62	394
A1BG	HP	experiments_transferred	113	0	0	0	62	0	113	0	0	576	70	628
A1BG	HPN	experiments_transferred	113	0	0	0	75	0	113	0	0	0	72	172
A1BG	HPR	experiments_transferred	113	0	0	0	49	0	113	0	0	256	70	338
A1BG	HPX	experiments_transferred	92	0	0	0	49	0	92	0	0	584	45	632
A1BG	HRG	experiments_transferred	107	0	0	0	78	0	107	0	0	325	161	496
A1BG	HSD17B8	experiments_transferred	66	0	0	0	49	0	66	0	0	108	91	183
A1BG	IGF2	experiments_transferred	134	0	0	0	47	0	134	0	0	79	64	193
A1BG	IGFALS	experiments_transferred	100	0	0	0	72	0	100	0	0	213	47	289
A1BG	IGSF23	experiments_transferred	126	0	0	0	0	0	126	0	0	68	64	170
A1BG	IL12RB2	experiments_transferred	45	0	0	234	0	0	45	0	0	0	0	237
A1BG	INS	experiments_transferred	128	0	0	0	0	0	128	0	0	161	64	255
A1BG	IRS1	experiments_transferred	107	0	0	0	0	0	107	0	0	148	0	206
A1BG	IRS2	experiments_transferred	107	0	0	0	0	0	107	0	0	125	0	185
A1BG	ITIH1	experiments_transferred	81	0	0	0	82	0	81	0	0	400	73	493
A1BG	ITIH2	experiments_transferred	81	0	0	0	42	0	81	0	0	400	91	491
A1BG	ITIH3	experiments_transferred	81	0	0	0	83	0	81	0	0	376	81	484
A1BG	ITIH4	experiments_transferred	81	0	0	0	49	0	81	0	0	540	0	588
A1BG	JAK2	experiments_transferred	81	0	0	0	0	0	81	0	0	138	0	173
A1BG	JCHAIN	experiments_transferred	115	0	0	0	42	0	115	0	0	174	60	264
A1BG	KCMF1	experiments	421	0	0	0	0	421	0	0	0	0	0	420
A1BG	KIF12	experiments_transferred	43	0	0	0	0	0	43	0	0	96	85	162
A1BG	KLK1	experiments_transferred	113	0	0	0	0	0	113	0	0	102	78	201
A1BG	KLK10	experiments	245	0	0	0	0	132	113	0	0	0	44	199
A1BG	KLK3	experiments_transferred	113	0	0	0	0	0	113	0	0	74	78	176
A1BG	KLK4	experiments_transferred	113	0	0	0	0	0	113	0	0	135	44	202
A1BG	KLKB1	experiments_transferred	113	0	0	0	0	0	113	0	0	229	72	309
A1BG	KRT1	experiments_transferred	67	0	0	0	0	0	67	0	0	134	44	160
A1BG	KRT9	experiments_transferred	67	0	0	0	0	0	67	0	0	249	44	271
A1BG	L1CAM	experiments_transferred	45	0	0	0	0	0	45	0	0	176	51	187
A1BG	LAIR1	experiments_transferred	132	0	0	0	49	0	132	0	0	85	0	178
A1BG	LCN1	experiments_transferred	127	0	0	0	0	0	127	0	0	79	52	171
A1BG	LCP2	experiments_transferred	93	0	0	0	0	0	93	0	0	160	0	205
A1BG	LGALS3BP	experiments_transferred	113	0	0	0	0	0	113	0	0	302	89	386
A1BG	LMNTD2	experiments_transferred	110	0	0	0	70	0	110	0	0	72	51	173
A1BG	LOC102723407	experiments_transferred	126	0	0	0	0	0	126	0	0	99	44	181
A1BG	LPA	experiments_transferred	113	0	0	0	48	0	113	0	0	125	72	272
A1BG	LRG1	experiments_transferred	100	0	0	0	42	0	100	0	0	476	71	524
A1BG	LTF	experiments_transferred	127	0	0	0	0	0	127	0	0	138	91	276
A1BG	LUM	experiments_transferred	100	0	0	0	44	0	100	0	0	186	43	240
A1BG	LYN	experiments_transferred	81	0	0	0	0	0	81	0	0	180	0	214
A1BG	MAP2	experiments_transferred	189	0	0	0	0	0	189	0	0	0	0	189
A1BG	MAP4	experiments_transferred	189	0	0	0	0	0	189	0	0	0	0	189
A1BG	MAPT	experiments_transferred	189	0	0	0	0	0	189	0	0	0	0	189
A1BG	MASP1	experiments_transferred	113	0	0	0	48	0	113	0	0	0	156	225
A1BG	MASP2	experiments_transferred	113	0	0	0	83	0	113	0	0	197	156	374
A1BG	MATN2	experiments	271	0	0	0	0	164	107	0	0	0	0	221
A1BG	MBL2	experiments_transferred	91	0	0	0	60	0	91	0	0	84	47	154
A1BG	MELTF	experiments_transferred	127	0	0	0	0	0	127	0	0	0	73	178
A1BG	MET	experiments_transferred	88	0	0	0	0	0	88	0	0	275	53	319
A1BG	MMP9	experiments_transferred	92	0	0	0	0	0	92	0	0	187	0	230
A1BG	MRE11	experiments_transferred	191	0	0	0	0	0	191	0	0	0	68	213
A1BG	MRRF	experiments_transferred	125	0	0	0	0	0	125	0	0	77	67	180
A1BG	MST1	experiments_transferred	113	0	0	0	48	0	113	0	0	114	74	214
A1BG	MST1R	experiments_transferred	88	0	0	0	0	0	88	0	0	381	53	418
A1BG	MTX1	experiments	337	0	0	0	0	292	45	0	0	0	0	294
A1BG	MUC1	experiments_transferred	93	0	0	0	0	0	93	0	0	137	0	183
A1BG	MYOM3	experiments_transferred	87	0	0	0	0	0	87	0	0	85	100	182
A1BG	NEFL	experiments_transferred	107	0	0	0	0	0	107	0	0	82	79	179
A1BG	NLRP5	experiments_transferred	100	0	0	433	42	0	100	0	0	63	43	481
A1BG	NPHS1	experiments_transferred	126	0	0	0	0	0	126	0	0	0	108	187
A1BG	NPHS2	experiments_transferred	48	0	0	0	0	0	48	0	0	0	165	171
A1BG	NR0B1	experiments_transferred	48	0	0	220	0	0	48	0	0	0	0	225
A1BG	NRAP	experiments_transferred	52	0	0	0	0	0	52	0	0	104	116	183
A1BG	NRG1	experiments_transferred	57	0	0	0	0	0	57	0	0	202	45	218
A1BG	NT5E	experiments_transferred	132	0	0	0	0	0	132	0	0	0	74	161
A1BG	OGN	experiments_transferred	100	0	0	0	0	0	100	0	0	107	43	163
A1BG	OR6C74	experiments_transferred	91	0	0	0	0	0	91	0	0	95	70	168
A1BG	P2RY8	experiments_transferred	91	0	0	204	42	0	91	0	0	0	43	247
A1BG	PCDHGB3	experiments_transferred	45	0	0	0	0	0	45	0	0	150	42	154
A1BG	PDIA3	experiments_transferred	54	0	0	0	49	0	54	0	0	150	54	179
A1BG	PFN1	experiments_transferred	52	0	0	0	0	0	52	0	0	138	51	156
A1BG	PIDD1	experiments_transferred	138	0	0	0	68	0	138	0	0	0	53	172
A1BG	PIGR	experiments_transferred	67	0	0	0	0	0	67	0	0	179	0	201
A1BG	PLAT	experiments_transferred	113	0	0	0	0	0	113	0	0	68	72	165
A1BG	PLAU	experiments_transferred	113	0	0	0	0	0	113	0	0	81	72	177
A1BG	PLG	experiments_transferred	113	0	0	0	61	0	113	0	0	241	72	377
A1BG	PODXL2	experiments_transferred	134	0	0	0	0	0	134	0	0	91	90	221
A1BG	PPBP	experiments_transferred	134	0	0	0	0	0	134	0	0	93	166	287
A1BG	PRDX1	experiments_transferred	93	0	0	0	0	0	93	0	0	147	71	218
A1BG	PRDX2	experiments_transferred	93	0	0	0	47	0	93	0	0	225	48	276
A1BG	PRDX4	experiments	229	0	0	0	59	136	93	0	0	74	105	277
A1BG	PRG2	experiments_transferred	91	0	0	0	43	0	91	0	0	100	57	162
A1BG	PROC	experiments_transferred	113	0	0	0	54	0	113	0	0	0	72	191
A1BG	PROZ	experiments_transferred	113	0	0	0	44	0	113	0	0	107	72	203
A1BG	PRSS1	experiments_transferred	113	0	0	0	0	0	113	0	0	56	72	155
A1BG	PRSS2	experiments_transferred	113	0	0	0	0	0	113	0	0	75	72	172
A1BG	PSMA1	experiments_transferred	70	0	0	0	0	0	70	0	0	91	91	164
A1BG	PSME4	experiments	308	0	0	0	0	308	0	0	0	0	0	307
A1BG	PTGDS	experiments_transferred	127	0	0	0	0	0	127	0	0	180	0	253
A1BG	PTK2	experiments_transferred	144	0	0	0	0	0	144	0	0	63	0	163
A1BG	PTK7	experiments_transferred	179	0	0	0	0	0	179	0	0	0	53	189
A1BG	PTPN11	experiments_transferred	69	0	0	0	0	0	69	0	0	939	0	940
A1BG	PXN	experiments_transferred	97	0	0	0	0	0	97	0	0	100	0	152
A1BG	QSOX1	experiments_transferred	102	0	0	0	0	0	102	0	0	215	0	264
A1BG	RAB11FIP1	experiments_transferred	93	0	0	215	0	0	93	0	0	0	0	257
A1BG	REG1A	experiments_transferred	91	0	0	0	0	0	91	0	0	154	53	208
A1BG	REG3A	experiments_transferred	91	0	0	0	0	0	91	0	0	161	41	204
A1BG	REV3L	experiments	316	0	0	0	0	225	91	0	0	0	0	294
A1BG	RHOA	experiments_transferred	71	0	0	0	0	0	71	0	0	136	0	163
A1BG	RHOB	experiments_transferred	71	0	0	0	0	0	71	0	0	149	0	175
A1BG	RNF123	experiments	362	0	0	0	0	362	0	0	0	0	0	362
A1BG	ROBO4	experiments_transferred	122	0	0	0	42	0	122	0	0	61	52	151
A1BG	RPS27A	experiments_transferred	126	0	0	0	0	0	126	0	0	85	166	274
A1BG	S100A12	experiments_transferred	93	0	0	0	0	0	93	0	0	104	66	174
A1BG	S100A8	experiments_transferred	93	0	0	0	0	0	93	0	0	313	0	350
A1BG	S100A9	experiments_transferred	93	0	0	0	0	0	93	0	0	259	86	332
A1BG	S100P	experiments_transferred	93	0	0	0	0	0	93	0	0	135	0	181
A1BG	SAMM50	experiments	292	0	0	0	0	292	0	0	0	0	0	292
A1BG	SDCBP	experiments_transferred	52	0	0	0	0	0	52	0	0	68	119	153
A1BG	SERPINA1	database	400	0	0	0	0	0	0	400	0	570	0	735
A1BG	SERPINA3	database	400	0	0	0	0	0	0	400	0	445	57	663
A1BG	SIGLEC11	experiments_transferred	126	0	0	0	47	0	126	0	0	0	67	155
A1BG	SIGLEC12	experiments_transferred	126	0	0	0	0	0	126	0	0	287	52	357
A1BG	SIGLEC5	experiments_transferred	126	0	0	249	0	0	126	0	0	0	67	334
A1BG	SIGLEC5-2	experiments_transferred	126	0	0	249	0	0	126	0	0	0	67	334
A1BG	SIGLEC7	experiments_transferred	126	0	0	0	42	0	126	0	0	0	67	150
A1BG	SOS1	experiments_transferred	45	0	0	0	0	0	45	0	0	176	0	179
A1BG	SOS2	experiments_transferred	45	0	0	0	0	0	45	0	0	164	0	167
A1BG	SOX2	experiments	292	0	0	0	0	292	0	0	0	0	0	292
A1BG	SPATA21	experiments_transferred	45	0	0	220	0	0	45	0	0	0	47	228
A1BG	SPINT1	experiments_transferred	127	0	0	0	0	0	127	0	0	95	0	176
A1BG	SPINT2	experiments_transferred	127	0	0	0	0	0	127	0	0	78	0	160
A1BG	SRC	experiments_transferred	81	0	0	0	0	0	81	0	0	297	0	326
A1BG	STAT3	experiments_transferred	91	0	0	0	0	0	91	0	0	186	65	247
A1BG	STAT5A	experiments_transferred	91	0	0	0	0	0	91	0	0	521	65	557
A1BG	STAT5B	experiments_transferred	91	0	0	0	0	0	91	0	0	525	65	561
A1BG	SVEP1	experiments_transferred	147	0	0	0	0	0	147	0	0	0	66	169
A1BG	SYK	experiments_transferred	81	0	0	0	0	0	81	0	0	129	0	165
A1BG	TF	experiments_transferred	127	0	0	0	0	0	127	0	0	594	154	682
A1BG	TFPT	experiments_transferred	66	0	0	0	53	0	66	0	0	107	108	201
A1BG	TFR2	experiments_transferred	96	0	0	0	59	0	96	0	0	0	114	192
A1BG	TFRC	experiments_transferred	96	0	0	0	0	0	96	0	0	76	135	225
A1BG	TG	experiments_transferred	127	0	0	0	0	0	127	0	0	55	54	151
A1BG	THBS1	experiments_transferred	107	0	0	0	0	0	107	0	0	183	0	239
A1BG	TMPRSS3	experiments_transferred	113	0	0	0	0	0	113	0	0	68	72	165
A1BG	TMPRSS4	experiments_transferred	113	0	0	0	0	0	113	0	0	60	72	158
A1BG	TSPAN4	experiments_transferred	113	0	0	0	82	0	113	0	0	0	0	150
A1BG	TTC23L	experiments_transferred	53	0	0	225	0	0	53	0	0	0	0	234
A1BG	TUBB	experiments_transferred	98	0	0	0	0	0	98	0	0	96	49	156
A1BG	TUBB4B	experiments_transferred	98	0	0	0	0	0	98	0	0	91	49	152
A1BG	TXN	experiments_transferred	54	0	0	0	0	0	54	0	0	126	57	152
A1BG	UBA52	experiments_transferred	209	0	0	0	0	0	209	0	0	81	0	241
A1BG	UBAC1	experiments	239	0	0	0	0	239	0	0	0	0	0	238
A1BG	UBC	experiments_transferred	132	0	0	0	0	0	132	0	0	58	49	154
A1BG	UBE2U	experiments	236	0	0	0	0	163	73	0	0	0	47	195
A1BG	UBR4	experiments	225	0	0	0	0	225	0	0	0	0	81	257
A1BG	UBXN1	experiments	187	0	0	0	0	187	0	0	0	0	0	187
A1BG	UMOD	experiments_transferred	107	0	0	0	0	0	107	0	0	279	57	339
A1BG	VASN	experiments_transferred	100	0	0	0	49	0	100	0	0	167	43	226
A1BG	VASP	experiments_transferred	127	0	0	0	0	0	127	0	0	103	44	185
A1BG	VCAM1	experiments_transferred	126	0	0	0	0	0	126	0	0	76	42	158
A1BG	VCAN	experiments_transferred	107	0	0	204	0	0	107	0	0	0	0	258
A1BG	VIM	experiments_transferred	124	0	0	0	0	0	124	0	0	60	51	162
A1BG	VTN	experiments_transferred	92	0	0	0	55	0	92	0	0	290	0	378
A1BG	WDR62	experiments	316	0	0	0	0	316	0	0	0	0	0	315
A1BG	WDR87	experiments_transferred	91	0	0	204	0	0	91	0	0	0	43	247
A1BG	WFDC2	experiments_transferred	107	0	0	0	0	0	107	0	0	125	70	209
A1BG	YTHDF1	experiments_transferred	125	0	0	0	0	0	125	0	0	0	80	172
A1BG	YTHDF2	experiments_transferred	125	0	0	0	0	0	125	0	0	0	80	172
A1BG	YTHDF3	experiments_transferred	125	0	0	0	0	0	125	0	0	0	80	172
A1BG	ZBTB40	experiments	268	0	0	0	0	268	0	0	0	0	0	268
A1BG	ZP4	experiments_transferred	107	0	0	239	0	0	107	0	0	0	0	291
A1CF	ABCB1	experiments_transferred	65	0	0	0	67	0	65	0	0	0	0	170
A1CF	ABCB11	experiments_transferred	65	0	0	0	80	0	65	0	0	0	0	182
A1CF	ABCB4	experiments_transferred	65	0	0	0	45	0	65	0	0	56	0	164
A1CF	ABCB5	experiments_transferred	65	0	0	0	0	0	65	0	0	68	0	171
A1CF	ABCC2	experiments_transferred	45	0	0	0	203	0	45	0	0	0	0	332
A1CF	ANKS4B	experiments_transferred	45	0	0	0	260	0	45	0	0	0	0	321
A1CF	APOBEC1	experiments	1096	0	0	0	110	510	46	540	0	995	52	998
A1CF	APOBEC2	database	500	0	0	0	0	0	0	500	0	446	166	748
A1CF	APOBEC3A	experiments_transferred	545	0	0	0	0	0	45	500	0	433	67	713
A1CF	APOBEC3B	experiments_transferred	545	0	0	0	0	0	45	500	0	256	68	624
A1CF	APOBEC3C	experiments_transferred	545	0	0	0	0	0	45	500	0	398	67	695
A1CF	APOBEC3D	experiments_transferred	45	0	0	0	0	0	45	0	0	355	68	375
A1CF	APOBEC3F	experiments_transferred	765	0	0	0	0	0	45	720	0	446	68	843
A1CF	APOBEC3G	experiments_transferred	765	0	0	0	0	0	45	720	0	375	67	823
A1CF	APOBEC3H	experiments_transferred	545	0	0	0	0	0	45	500	0	432	67	713
A1CF	APOBEC4	database	500	0	0	0	0	0	0	500	0	395	302	770
A1CF	ARID4A	experiments_transferred	54	0	0	0	0	0	54	0	0	0	279	288
A1CF	ARID4B	experiments_transferred	54	0	0	0	0	0	54	0	0	0	279	288
A1CF	ARL15	experiments_transferred	46	0	0	0	0	0	46	0	0	134	87	179
A1CF	ATXN2	experiments_transferred	71	0	0	0	0	0	71	0	0	277	76	333
A1CF	BCAS1	experiments_transferred	71	0	0	0	56	0	71	0	0	305	0	337
A1CF	BOLL	experiments_transferred	94	0	0	0	47	0	94	0	0	118	0	171
A1CF	CAVIN2	experiments	358	0	0	0	0	358	0	0	0	0	0	358
A1CF	CBLL1	database	540	0	0	0	0	0	0	540	0	0	0	540
A1CF	CCDC105	experiments_transferred	239	0	0	0	0	0	239	0	0	0	65	258
A1CF	CD74	experiments_transferred	289	0	0	0	0	0	289	0	0	0	46	292
A1CF	CDY1B	experiments_transferred	71	0	0	0	0	0	71	0	0	69	102	155
A1CF	CELF2	experiments	292	0	0	0	0	292	0	0	0	223	93	457
A1CF	CHTOP	experiments_transferred	98	0	0	0	0	0	98	0	0	0	102	155
A1CF	CLMN	experiments_transferred	90	0	0	0	0	0	90	0	0	246	208	409
A1CF	CPEB1	experiments_transferred	70	0	0	0	55	0	70	0	0	118	110	217
A1CF	CPEB4	experiments_transferred	74	0	0	0	0	0	74	0	0	85	116	185
A1CF	CT55	experiments_transferred	74	0	0	0	56	0	74	0	0	0	166	207
A1CF	CXorf66	experiments_transferred	243	0	0	0	0	0	243	0	0	0	0	242
A1CF	DAZ1	experiments_transferred	94	0	0	0	0	0	94	0	0	0	96	158
A1CF	DAZ2	experiments_transferred	94	0	0	0	0	0	94	0	0	148	96	252
A1CF	DAZ3	experiments_transferred	94	0	0	0	0	0	94	0	0	163	96	265
A1CF	DAZ4	experiments_transferred	94	0	0	0	0	0	94	0	0	181	96	281
